MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
3.9617,6.0,1.1517287680429675,1.1424974823766365,5860.0,2.9506545820745216,33.57,-117.23,1.83
5.5351,4.0,2.146067415730337,1.25,2088.0,2.932584269662921,33.55,-117.27,4.29
3.0043,6.0,0.9541263254956202,1.0919778699861686,3062.0,2.1175656984785616,33.71,-117.02,1.347
3.1591,19.0,0.33958593165377904,1.1033175355450238,2703.0,2.562085308056872,33.71,-116.91,1.897
5.3623,15.0,0.503971119133574,1.1407942238267148,937.0,3.3826714801444044,33.73,-116.89,2.013
4.4792,11.0,0.7316017316017316,1.2108843537414966,543.0,3.693877551020408,33.68,-116.95,1.739
2.1071,15.0,0.44810996563573885,1.5360824742268042,248.0,2.556701030927835,33.65,-116.9,0.938
2.8125,18.0,0.27569444444444446,1.1125,239.0,2.9875,33.63,-116.92,1.438
1.9961,13.0,0.3843297791317593,1.0748762376237624,6159.0,1.905631188118812,33.73,-116.99,0.978
2.3712,14.0,0.37890365448504987,0.9906976744186048,894.0,2.0790697674418603,33.74,-116.9,1.279
2.0714,19.0,0.23232637807536594,1.1301775147928994,1190.0,2.347140039447732,33.75,-116.95,0.858
1.7847,23.0,0.1923409156348978,1.036896877956481,2770.0,2.620624408703879,33.75,-116.95,1.095
2.964,14.0,0.4155405405405406,1.108108108108108,3136.0,3.027027027027027,33.75,-116.93,1.215
3.6806,15.0,0.38297655453618756,1.018348623853211,1693.0,2.58868501529052,33.74,-116.93,1.128
2.4554,20.0,0.2798245614035088,1.0802005012531328,1024.0,2.5664160401002505,33.74,-116.95,0.894
3.069,20.0,0.261891592920354,1.0763274336283186,2306.0,2.5508849557522124,33.73,-116.96,0.87
3.2371,21.0,0.28552754435107375,1.0588235294117647,2233.0,2.918954248366013,33.73,-116.95,0.945
2.7083,18.0,0.27722222222222226,1.0125,1270.0,3.175,33.74,-116.95,0.912
4.6406,19.0,0.3214404432132964,0.936842105263158,1414.0,2.9768421052631577,33.74,-116.94,1.189
3.7175,17.0,0.38864201250282443,1.089628681177977,2344.0,3.001280409731114,33.73,-116.94,1.2
4.0433,13.0,0.5381628080657207,1.112621359223301,1644.0,3.1922330097087377,33.73,-116.93,1.323
2.5898,35.0,0.1324822695035461,1.073758865248227,2328.0,3.302127659574468,33.75,-116.96,0.763
1.942,31.0,0.13908405559259449,0.9984101748807632,1519.0,2.414944356120827,33.74,-116.97,0.862
1.3039,22.0,0.20631067961165048,1.171116504854369,2011.0,2.4405339805825244,33.75,-116.97,0.775
1.4366,18.0,0.2532710773451514,1.1400759734093069,4002.0,1.9002849002849005,33.75,-116.99,0.77
1.8446,25.0,0.1934375,1.037109375,1589.0,1.5517578125,33.74,-116.98,0.857
2.2161,20.0,0.24234828496042216,1.0448548812664908,1498.0,1.9762532981530343,33.74,-116.97,0.769
2.2115,19.0,0.27593768905021177,1.0847701149425288,1717.0,2.4669540229885056,33.74,-116.96,0.876
2.4145,14.0,0.41705069124423966,1.1370967741935485,2708.0,2.183870967741936,33.77,-116.94,1.376
1.8015,15.0,0.29064238745574106,1.370257966616085,1094.0,1.660091047040971,33.75,-117.01,1.051
1.7079,10.0,0.4748449345279118,1.1729841488628532,3141.0,2.1647139903514816,33.76,-116.95,0.959
1.9707,12.0,0.4344812164579606,1.170840787119857,2711.0,2.424865831842576,33.77,-116.98,1.079
2.1722,12.0,0.40894465894465903,1.0965250965250966,2823.0,1.8166023166023169,33.76,-116.99,0.694
2.1103,8.0,0.6018518518518519,1.3812104787714543,2143.0,1.9358626919602528,33.74,-117.0,0.944
1.9476,14.0,0.38026721479958886,1.079136690647482,1171.0,1.6848920863309351,33.73,-117.02,1.125
2.2925,7.0,0.8755814936987228,1.1882770870337478,3559.0,2.107164002368265,33.77,-116.99,1.131
2.8393,20.0,0.4167721518987341,1.2848101265822784,453.0,2.867088607594937,33.76,-117.02,1.207
2.683,15.0,0.42438095238095236,1.3485714285714283,653.0,1.8657142857142857,33.83,-116.98,1.393
2.3,10.0,0.5774223034734918,1.220292504570384,2625.0,2.3994515539305303,33.81,-117.02,1.089
2.1979,8.0,0.7052975885069266,1.1313494099538224,5060.0,2.5962031811185224,33.79,-116.95,0.953
1.8845,20.0,0.221309963099631,1.007380073800738,1726.0,3.1845018450184504,33.79,-116.95,0.777
2.0135,21.0,0.21572871572871571,1.0469696969696969,2108.0,3.193939393939394,33.79,-116.96,0.83
2.535,24.0,0.21189120809614168,1.1499051233396584,1728.0,3.2789373814041745,33.78,-116.97,0.748
1.7303,24.0,0.1922079386558412,1.087956698240866,1939.0,2.6238159675236807,33.78,-116.95,0.74
2.0577,12.0,0.5310606060606061,1.181818181818182,434.0,3.945454545454545,33.79,-116.89,0.567
2.5612,5.0,1.1481171548117155,1.0613668061366806,1714.0,2.390516039051604,33.76,-116.87,1.308
1.5982,20.0,0.3062007874015748,1.2263779527559056,1000.0,1.968503937007874,33.74,-116.88,1.4
2.0154,23.0,0.2437471985656656,1.109278350515464,930.0,1.9175257731958764,33.75,-116.89,0.817
2.3169,13.0,0.42832972653944523,1.0879795396419438,4266.0,2.1820971867007675,33.75,-116.91,1.234
2.933,13.0,0.4803541781959048,1.0623501199040768,978.0,2.3453237410071943,33.73,-116.86,1.707
2.4167,25.0,0.1910828025477707,0.994904458598726,1594.0,2.0305732484076437,34.0,-117.04,1.049
2.5357,33.0,0.16924564796905223,1.1560283687943262,879.0,3.117021276595745,34.0,-117.06,0.944
3.5255,21.0,0.27117053718038936,1.0492610837438423,2174.0,2.6773399014778323,34.0,-117.04,1.321
4.7356,22.0,0.31039800264356,1.063004846526656,1849.0,2.987075928917609,33.99,-116.99,1.959
2.3355,18.0,0.3173179160021265,1.059808612440191,1868.0,2.2344497607655502,33.97,-117.01,1.188
3.1393,14.0,0.45077105575326215,1.1553973902728352,1947.0,2.3096085409252667,33.97,-116.95,1.163
2.4322,12.0,0.4254271647842456,1.0616854908774978,2992.0,2.5994787141615987,33.96,-116.97,1.121
2.7344,25.0,0.16664451827242527,1.0365448504983388,715.0,2.3754152823920265,33.98,-117.11,1.49
2.8783,5.0,1.1642172523961662,1.172523961661342,798.0,2.549520766773163,33.95,-117.02,1.052
3.125,6.0,1.3,1.1,27.0,2.7,33.89,-117.03,1.875
1.4063,22.0,0.18969443917251858,1.0375782881002087,1304.0,2.722338204592902,33.94,-116.96,0.819
3.7083,26.0,0.3279009126466753,1.1694915254237288,293.0,4.966101694915254,33.92,-116.99,1.475
2.3977,11.0,0.4984848484848485,1.0916666666666666,376.0,3.1333333333333333,33.97,-116.86,0.58
1.4688,16.0,0.29757462686567165,1.0149253731343284,212.0,3.164179104477612,33.99,-116.79,0.9
1.6875,19.0,0.2778513790196315,1.2013729977116705,1266.0,2.897025171624714,33.92,-116.77,0.63
1.3286,17.0,0.3101744634861819,1.230971128608924,820.0,2.152230971128609,33.9,-116.81,0.818
3.0417,2.0,3.520408163265306,1.263265306122449,1950.0,1.989795918367347,33.86,-116.89,1.463
1.625,1.0,3.0,1.0,8.0,4.0,33.86,-116.95,0.55
2.7788,18.0,0.3911411411411411,1.5945945945945943,174.0,2.3513513513513518,33.84,-116.86,0.911
3.4545,27.0,0.19588854909955827,0.9785932721712538,1760.0,2.691131498470948,33.94,-116.98,0.898
1.9472,40.0,0.12566225165562914,1.099337748344371,1391.0,3.0706401766004414,33.93,-116.98,0.732
3.0432,29.0,0.1828215245611025,1.0480928689883913,1722.0,2.855721393034826,33.94,-116.97,0.912
1.424,29.0,0.15385039109838053,1.1533546325878594,1583.0,2.5287539936102235,33.93,-116.97,0.732
2.1581,33.0,0.12947658402203857,0.9431818181818182,267.0,3.034090909090909,33.93,-116.98,0.683
3.6339,30.0,0.20295489891135304,1.0451010886469674,1820.0,2.8304821150855366,33.98,-116.9,0.986
2.0549,13.0,0.4086505733884903,1.085091899251191,3297.0,2.244383934649421,33.93,-116.93,0.956
2.0976,29.0,0.17199788263762855,1.0043859649122806,2494.0,2.7346491228070176,33.93,-116.89,0.726
1.2188,37.0,0.1181444602497234,1.2543859649122806,865.0,2.5292397660818717,33.93,-116.88,0.55
2.2321,34.0,0.1446949722702064,1.1406491499227205,1820.0,2.812982998454405,33.93,-116.9,0.718
5.5,18.0,0.3746612466124662,1.2195121951219512,215.0,2.6219512195121952,34.0,-116.91,1.938
2.218,35.0,0.1507541094729707,1.0747330960854091,2736.0,3.245551601423488,33.94,-116.87,0.734
1.4556,32.0,0.13613904299583912,1.1262135922330097,2589.0,3.590846047156727,33.93,-116.87,0.546
2.7536,37.0,0.16198779424585874,1.164516129032258,1632.0,5.264516129032258,33.91,-116.87,0.731
2.6643,10.0,0.4436454849498328,1.0384615384615383,1967.0,3.289297658862876,33.92,-116.89,0.81
3.3333,16.0,1.1949728260869565,3.8768115942028976,657.0,2.380434782608696,33.83,-116.75,1.434
3.4167,35.0,0.23736263736263738,1.6153846153846154,158.0,4.051282051282051,33.8,-116.8,1.0
3.0625,25.0,0.5007042253521127,2.536384976525821,1874.0,2.199530516431925,33.75,-116.71,1.505
3.5882,21.0,0.646125116713352,2.788235294117647,658.0,2.5803921568627453,33.71,-116.68,1.611
2.9141,11.0,0.8959429000751314,2.731404958677686,682.0,2.8181818181818183,33.62,-116.74,2.143
3.8281,3.0,2.66025641025641,1.3942307692307692,272.0,2.6153846153846154,33.52,-116.8,1.635
2.8071,14.0,0.42941673710904477,1.2958579881656804,443.0,2.621301775147929,33.48,-116.89,1.375
3.038,12.0,0.49273504273504276,1.358974358974359,446.0,2.287179487179487,33.57,-116.87,1.281
2.355,13.0,0.5127125506072875,1.4357894736842105,1250.0,2.631578947368421,33.56,-116.72,1.229
2.9167,8.0,0.8128140703517588,1.3668341708542713,457.0,2.2964824120603016,33.61,-116.48,1.153
6.2702,10.0,0.6608108108108108,1.108108108108108,183.0,2.472972972972973,33.64,-116.57,3.455
3.0694,6.0,0.9652777777777778,1.2407407407407407,544.0,2.5185185185185186,33.46,-116.76,1.734
2.5625,26.0,0.1834319526627219,1.2307692307692308,102.0,2.6153846153846154,33.51,-116.42,1.031
2.183,16.0,0.3937922297297297,1.3969594594594594,1346.0,2.2736486486486487,33.49,-116.6,1.135
1.9107,13.0,0.5100988397077783,1.4245810055865922,442.0,2.46927374301676,33.5,-116.69,1.557
2.7219,15.0,0.4482758620689655,1.3653962492437992,4122.0,2.4936479128856623,33.82,-116.39,0.744
3.0208,12.0,0.5083333333333333,1.211111111111111,209.0,2.3222222222222224,33.94,-116.71,0.663
1.95,21.0,0.26241569589209074,1.3133047210300428,537.0,2.3047210300429186,33.89,-116.51,0.61
2.8056,35.0,0.1503512880562061,1.1639344262295082,157.0,2.5737704918032787,33.93,-116.61,0.681
1.1917,29.0,0.17757009345794392,1.5514018691588785,224.0,2.093457943925233,33.94,-116.57,0.5
3.5208,20.0,0.26,1.34,69.0,1.38,34.0,-116.57,0.766
1.6849,17.0,0.5197878817637238,2.1135225375626043,1201.0,2.005008347245409,33.93,-116.44,0.884
1.7844,11.0,0.9265791027154663,2.514610389610389,2453.0,1.9910714285714288,33.88,-116.36,0.785
3.3616,13.0,0.453556969346443,1.1338345864661654,1902.0,2.860150375939849,33.97,-116.52,0.896
1.4665,16.0,0.2712566254416961,1.232332155477032,2518.0,2.224381625441696,33.96,-116.51,0.611
2.625,18.0,0.3122389306599833,1.218045112781955,1280.0,2.406015037593985,33.95,-116.53,0.682
1.6983,10.0,0.4471930906847625,1.161011721159778,4274.0,2.6366440468846397,33.95,-116.5,0.666
1.7388,12.0,0.48073630136986306,1.3356164383561644,1315.0,2.2517123287671232,33.94,-116.51,0.66
2.3382,11.0,0.5062316715542522,1.2096774193548387,644.0,2.596774193548387,33.96,-116.48,0.894
3.2578,18.0,0.3197308132875143,1.2139175257731958,919.0,2.368556701030928,33.94,-116.47,0.852
1.8,10.0,0.6695473251028806,1.8786008230452675,923.0,1.8991769547325104,33.94,-116.48,0.81
4.0417,5.0,1.528042328042328,1.530864197530864,1420.0,2.504409171075838,33.98,-116.5,1.464
4.0729,16.0,0.3310810810810811,1.0432432432432432,454.0,2.454054054054054,33.84,-116.51,1.0
1.5227,22.0,0.26119402985074625,1.3582089552238803,610.0,2.276119402985074,33.89,-116.63,0.71
3.6875,17.0,0.5902181097157965,1.9303370786516851,853.0,1.9168539325842695,33.84,-116.52,1.304
1.9167,16.0,0.3924268502581756,1.7814113597246128,1687.0,2.903614457831325,33.87,-116.54,0.704
3.3897,18.0,0.4802750633369526,1.793702497285559,2009.0,2.181324647122693,33.84,-116.57,2.302
2.9647,16.0,0.4710639491398654,1.6350037397157815,3048.0,2.279730740463725,33.85,-116.53,1.109
2.5885,28.0,0.22385394456289978,1.3723880597014926,3470.0,2.58955223880597,33.84,-116.53,1.59
3.4886,13.0,0.5262095370692655,1.306787330316742,3189.0,2.885972850678733,33.85,-116.52,1.125
2.1042,16.0,1.53125,6.071428571428571,29.0,2.071428571428572,33.82,-116.5,0.875
2.9569,27.0,0.23085491506544134,1.1954887218045114,2362.0,4.43984962406015,33.82,-116.49,0.659
2.5212,21.0,0.2808535178777393,1.3350634371395618,3623.0,2.0893886966551327,33.82,-116.52,1.452
1.5595,12.0,0.6078205128205129,1.9238461538461535,2725.0,2.0961538461538463,33.82,-116.54,1.156
2.6083,36.0,0.18571127946127947,1.5113636363636365,451.0,1.7083333333333333,33.83,-116.56,3.219
3.6667,15.0,0.9536507936507935,2.9285714285714284,437.0,2.080952380952381,33.8,-116.48,0.9
2.5399,26.0,0.16359971389557187,1.0388841927303465,3086.0,2.6086221470836857,33.81,-116.5,0.948
3.4394,12.0,0.816600790513834,2.017391304347826,2548.0,2.0142292490118576,33.81,-116.52,1.622
2.1176,31.0,0.16391234273892857,1.278150633855332,2628.0,1.959731543624161,33.81,-116.54,1.241
3.1493,24.0,0.3044717887154862,1.460984393757503,1721.0,2.0660264105642256,33.81,-116.54,1.994
3.7396,13.0,0.9826699463327369,2.7252906976744184,1274.0,1.851744186046512,33.8,-116.49,1.489
2.2216,22.0,0.3089887640449438,1.5584269662921348,1432.0,1.6089887640449438,33.8,-116.54,1.839
3.1364,25.0,0.3050728862973761,1.5947521865889214,581.0,1.6938775510204085,33.76,-116.57,3.016
2.25,20.0,0.325,1.4513513513513514,1304.0,1.762162162162162,33.69,-116.5,2.481
3.9737,18.0,0.5666787571031314,1.936887921653972,1678.0,1.825897714907508,33.79,-116.54,2.356
2.5489,18.0,0.6612149532710281,2.163551401869159,411.0,1.9205607476635516,33.78,-116.53,2.205
4.6855,5.0,1.3262368815592205,1.143928035982009,1906.0,2.857571214392804,33.88,-116.53,1.252
1.7204,5.0,2.2597938144329897,2.8268041237113404,1050.0,2.1649484536082477,33.84,-116.48,1.375
2.6298,14.0,0.6732142857142858,2.02,1711.0,1.711,33.79,-116.48,1.452
4.3111,3.0,2.4065616797900264,1.190551181102362,3838.0,3.0220472440944883,33.84,-116.47,1.425
3.9508,6.0,0.9788647342995169,1.1111111111111112,3010.0,3.635265700483092,33.82,-116.46,1.042
2.4497,7.0,0.689055574497102,1.1842482100238665,6274.0,2.994749403341289,33.81,-116.47,0.909
2.1411,10.0,1.0529500756429653,2.249621785173979,1130.0,1.7095310136157338,33.79,-116.46,1.364
3.5223,8.0,1.073943661971831,1.7195902688860436,2069.0,2.649167733674776,33.81,-116.43,1.151
4.9444,12.0,1.037280701754386,2.210526315789474,1179.0,2.068421052631579,33.79,-116.42,2.85
6.1437,17.0,0.5442444219066938,1.5344827586206895,1091.0,2.351293103448276,33.78,-116.43,2.321
3.0859,16.0,0.5113458528951487,1.5524256651017214,1177.0,1.841940532081377,33.78,-116.45,1.346
7.6281,14.0,0.957720172062486,2.248019017432646,2524.0,2.0,33.76,-116.42,3.417
6.8729,8.0,1.8383413461538463,2.4038461538461537,612.0,2.9423076923076925,33.78,-116.4,2.592
3.6161,9.0,0.6100088183421516,1.1964285714285714,2283.0,2.264880952380953,33.8,-116.45,0.991
3.3799,6.0,1.810070538796338,2.0360198108959926,4176.0,1.880234128770824,33.78,-116.36,2.393
4.084,7.0,1.3798273155416012,1.9115384615384616,3581.0,1.9675824175824173,33.74,-116.38,1.945
4.036,5.0,2.777180232558139,2.851017441860465,2880.0,2.0930232558139537,33.75,-116.33,1.585
3.2846,19.0,0.37260527810155714,1.424190800681431,4086.0,2.320272572402044,33.73,-116.31,1.319
1.3801,25.0,0.1895,1.725,604.0,2.5166666666666666,33.78,-116.46,0.55
2.5477,33.0,0.12182958107722999,1.1677115987460815,2301.0,3.606583072100314,33.78,-116.46,0.83
4.4107,26.0,0.24721168218926068,1.1464872944693572,1557.0,2.327354260089686,33.77,-116.47,1.225
3.3162,27.0,0.1940087145969499,1.2970588235294118,759.0,2.2323529411764707,33.78,-116.47,1.136
4.0079,10.0,0.7538853503184713,1.5318471337579618,3811.0,2.427388535031847,33.73,-116.38,1.345
3.312,17.0,0.3795151568480795,1.3904263275991025,3497.0,2.6155572176514585,33.72,-116.37,1.213
3.5569,19.0,0.3743451652386781,1.5051162790697674,2496.0,2.321860465116279,33.72,-116.39,1.28
4.5556,17.0,0.5170931338100947,1.7287420941672522,2737.0,1.92340126493324,33.71,-116.38,2.581
6.9833,10.0,1.0765466297322253,1.853185595567867,2186.0,2.018467220683287,33.69,-116.39,2.388
3.0021,19.0,0.31235807639905133,1.299137104506232,2242.0,2.149568552253116,33.72,-116.37,1.523
2.2439,18.0,0.41260162601626016,1.6920731707317074,955.0,1.4557926829268293,33.77,-116.44,0.975
7.9885,5.0,2.5253731343283583,3.716417910447761,117.0,1.7462686567164178,33.74,-116.44,4.033
3.3639,25.0,0.2558139534883721,1.2299741602067182,910.0,2.351421188630491,33.74,-116.41,1.688
2.4659,17.0,0.5733957219251336,2.0295454545454548,958.0,2.1772727272727272,33.74,-116.41,1.778
2.2208,15.0,0.49086326402016384,1.4782608695652173,900.0,1.7013232514177694,33.68,-116.42,1.383
7.8005,7.0,2.8080357142857144,3.4419642857142856,858.0,1.9151785714285716,33.69,-116.37,3.181
7.4382,11.0,0.9838774044217415,1.7559262510974538,2450.0,2.151009657594381,33.72,-116.33,3.531
5.6918,12.0,1.0758738277919864,2.153452685421995,883.0,2.258312020460358,33.67,-116.29,2.313
2.8882,10.0,0.7851973684210527,1.582236842105263,863.0,2.838815789473684,33.68,-116.3,1.375
2.9187,15.0,0.4217142857142857,1.1714285714285717,1152.0,3.291428571428572,33.67,-116.31,0.934
3.3333,11.0,0.5827633378932968,1.1641586867305065,2466.0,3.373461012311901,33.67,-116.31,0.918
3.6354,7.0,0.9010218393107594,1.1654978962131837,2248.0,3.152875175315568,33.66,-116.31,0.98
4.5938,8.0,0.8119725738396625,1.1772151898734178,1572.0,3.316455696202532,33.65,-116.31,1.026
3.1086,10.0,0.7329696024941543,1.4240062353858145,3208.0,2.500389711613406,33.72,-116.26,1.058
2.7667,5.0,0.8898395721925134,1.1871657754010696,907.0,2.4251336898395723,33.69,-116.25,0.929
3.2833,9.0,1.0698254364089772,2.117206982543641,825.0,2.057356608478803,33.7,-116.22,1.247
3.8125,9.0,0.7923232323232323,2.163636363636364,966.0,3.5127272727272727,33.76,-116.24,0.967
4.7195,6.0,1.124177916233991,1.326583592938733,4571.0,2.37331256490135,33.74,-116.29,1.993
3.1771,5.0,1.5251063829787235,1.6170212765957446,1097.0,2.334042553191489,33.72,-116.29,1.674
3.4583,24.0,0.21696252465483234,1.106508875739645,507.0,3.0,33.81,-116.25,0.675
2.025,33.0,0.10400299289188178,1.123456790123457,375.0,4.62962962962963,33.75,-116.25,0.5
3.775,25.0,0.22399999999999998,1.1112299465240645,2725.0,2.914438502673797,33.72,-116.24,0.934
2.7598,10.0,0.4895934959349593,1.205420054200542,5525.0,2.994579945799458,33.71,-116.24,0.95
3.0682,14.0,0.3923620933521924,1.120792079207921,1530.0,3.0297029702970297,33.73,-116.24,1.041
3.3107,26.0,0.19443133553563002,1.052760736196319,2918.0,3.5803680981595094,33.74,-116.22,0.694
3.0673,22.0,0.20117011701170118,0.9504950495049505,830.0,4.108910891089109,33.75,-116.21,0.682
2.3169,28.0,0.13144547759932373,1.0562130177514792,2891.0,4.276627218934912,33.72,-116.21,0.689
2.1217,38.0,0.1462467644521139,1.1540983606557378,1279.0,4.19344262295082,33.73,-116.22,0.685
2.8648,29.0,0.16346847496753716,0.9246861924686192,918.0,3.8410041841004174,33.73,-116.23,0.721
1.7083,19.0,0.2122988819198255,1.0194300518134716,3157.0,4.089378238341969,33.71,-116.21,0.822
1.7172,28.0,0.12040816326530612,1.053061224489796,979.0,3.9959183673469383,33.72,-116.22,0.588
2.2989,26.0,0.17246585190510424,1.1682242990654206,2654.0,4.960747663551402,33.7,-116.2,0.606
1.7805,32.0,0.13124473018549748,1.118043844856661,3779.0,3.186340640809444,33.72,-116.23,0.769
2.444,17.0,0.2306563816194217,1.0852775543041029,5032.0,4.04827031375704,33.71,-116.23,0.9
2.9286,22.0,0.12792207792207794,0.7714285714285715,331.0,4.728571428571429,33.69,-116.15,1.125
2.0871,20.0,0.17929577464788732,0.9971830985915492,1548.0,4.3605633802816905,33.64,-116.11,0.847
1.6557,10.0,0.38623024830699776,1.1264108352144468,1896.0,4.279909706546276,33.64,-116.15,0.654
2.5,23.0,0.2131359851988899,1.1617021276595745,1077.0,4.582978723404255,33.63,-116.2,0.963
3.8846,19.0,0.29787234042553196,1.046099290780142,1201.0,4.25886524822695,33.66,-116.21,1.009
1.5809,34.0,0.1034727143869596,1.0602409638554218,625.0,3.765060240963856,33.68,-116.21,1.0
3.0114,16.0,0.4904661016949152,1.6016949152542372,238.0,2.016949152542373,33.68,-116.25,3.667
10.2948,3.0,8.208609271523178,4.046357615894039,574.0,1.900662251655629,33.65,-116.26,3.824
2.1287,13.0,0.29812043160459456,1.158371040723982,1978.0,4.475113122171946,33.53,-116.17,0.586
1.654,17.0,0.207900386431945,1.197080291970803,2971.0,4.337226277372263,33.53,-116.12,1.0
1.7344,24.0,0.13743093922651933,1.058563535911602,4042.0,4.466298342541436,33.51,-116.01,0.664
2.0347,20.0,0.33199999999999996,1.516,637.0,2.548,33.49,-115.84,0.689
2.2679,12.0,0.3942307692307692,1.0653846153846154,1334.0,5.130769230769231,33.68,-116.16,0.614
2.5714,18.0,0.2527495769881557,1.015228426395939,3873.0,4.91497461928934,33.67,-116.17,0.659
1.9306,22.0,0.18983957219251338,1.326797385620915,664.0,4.339869281045751,33.66,-116.17,0.475
1.7297,16.0,0.24357966457023061,0.9979035639412998,1994.0,4.180293501048218,33.67,-116.19,0.675
2.2141,25.0,0.17503030303030304,0.990909090909091,2940.0,4.454545454545454,33.67,-116.18,0.667
2.375,17.0,0.24929971988795518,0.9047619047619048,79.0,3.761904761904762,33.69,-116.18,1.55
2.5383,11.0,0.40648432478754554,1.0573448546739983,5682.0,4.463472113118617,33.69,-116.19,0.74
2.425,16.0,0.3175,1.1866666666666668,182.0,2.4266666666666667,33.86,-116.08,0.761
1.625,18.0,0.33490380840204165,1.4028268551236749,3424.0,12.098939929328624,33.54,-115.22,0.535
1.2656,17.0,0.3803921568627451,1.6,29.0,1.9333333333333331,33.92,-114.67,0.275
3.1827,21.0,0.29723502304147464,1.5161290322580645,724.0,3.89247311827957,33.88,-115.58,0.717
3.2097,15.0,0.8256410256410256,2.480769230769231,137.0,2.6346153846153846,33.82,-114.98,0.713
1.6154,17.0,3.6718954248366016,14.11111111111111,83.0,1.8444444444444448,33.97,-114.49,0.875
2.9653,28.0,0.23409598214285715,1.2578125,666.0,2.6015625,33.6,-114.65,0.949
1.6395,20.0,0.24603960396039604,1.188118811881188,1135.0,3.745874587458746,33.49,-114.68,0.444
1.6509,17.0,0.3619909502262444,1.4871794871794872,333.0,2.8461538461538463,33.69,-114.56,0.857
3.1917,14.0,0.4743994943109988,1.491150442477876,515.0,2.2787610619469025,33.64,-114.57,0.734
1.925,20.0,0.2774809160305344,1.2442748091603053,624.0,2.381679389312977,33.57,-114.57,0.655
2.0833,27.0,0.1884531590413943,1.0294117647058822,117.0,3.4411764705882355,33.52,-114.57,0.45
2.1782,34.0,0.1333834670231729,1.112689393939394,3134.0,2.9678030303030303,33.61,-114.59,0.584
2.1759,16.0,0.3065599173553719,1.078512396694215,1115.0,4.607438016528926,33.62,-114.61,0.615
2.6797,16.0,0.28375303398058255,0.9720873786407768,2434.0,2.953883495145631,33.62,-114.6,0.865
3.3438,29.0,0.20011542345981823,0.98744769874477,671.0,2.807531380753138,33.63,-114.58,0.74
0.536,26.0,0.23076923076923078,1.0,5.0,1.6666666666666667,33.62,-114.62,2.75
2.6768,25.0,0.18369668246445495,1.0742496050552923,1841.0,2.9083728278041074,33.61,-114.58,0.824
1.625,21.0,0.21662852784134248,1.105263157894737,1182.0,2.704805491990846,33.6,-114.6,0.62
3.9167,35.0,0.16489262371615312,1.03921568627451,1933.0,2.105664488017429,38.58,-121.43,1.557
4.0972,38.0,0.1472626879699248,0.9955357142857144,888.0,1.9821428571428568,38.57,-121.43,1.637
3.7731,38.0,0.14450600184672205,0.9883040935672516,710.0,2.076023391812865,38.57,-121.42,1.614
3.9271,43.0,0.12316715542521993,0.9941348973607038,764.0,2.2404692082111435,38.58,-121.44,1.471
3.5893,46.0,0.11621158786033679,1.0415754923413567,939.0,2.054704595185996,38.57,-121.43,1.42
3.776,52.0,0.11965811965811966,1.101010101010101,975.0,1.9696969696969695,38.57,-121.44,1.645
3.0208,42.0,0.12459961563100576,0.9753363228699552,892.0,2.0,38.58,-121.44,1.488
3.4914,44.0,0.135543580131209,1.0695876288659794,796.0,2.051546391752577,38.58,-121.45,1.539
3.5313,48.0,0.11291436464088399,0.9834254143646408,704.0,1.9447513812154693,38.57,-121.45,1.479
3.8914,52.0,0.1090981090981091,1.0386100386100383,1604.0,2.0643500643500645,38.58,-121.46,1.816
1.7765,40.0,0.09872521246458923,1.1246458923512748,689.0,1.951841359773371,38.58,-121.46,1.098
1.5922,44.0,0.09004820936639119,1.0511363636363635,878.0,1.6628787878787878,38.58,-121.47,1.151
2.3266,43.0,0.10415868673050616,1.12,1484.0,1.7458823529411764,38.58,-121.47,1.375
2.6976,52.0,0.08526059996648232,1.0522875816993464,904.0,1.9694989106753813,38.58,-121.47,1.093
2.01,52.0,0.0872198667474258,1.1496062992125984,273.0,2.1496062992125986,38.58,-121.48,0.943
1.6277,48.0,0.07659869083585095,1.1238670694864048,1281.0,1.935045317220544,38.58,-121.48,1.406
1.4034,52.0,0.06859931113662456,1.1011608623548923,1146.0,1.900497512437811,38.58,-121.49,0.903
1.6116,52.0,0.07127403846153846,1.065625,1038.0,3.24375,38.59,-121.48,0.705
1.0313,20.0,0.12184210526315789,0.9473684210526316,486.0,2.557894736842105,38.59,-121.49,0.85
1.4375,52.0,0.07692307692307693,1.296,456.0,1.824,38.58,-121.49,1.688
0.7526,5.0,0.5159322033898305,1.0372881355932204,2031.0,6.884745762711864,38.58,-121.5,1.625
2.5821,20.0,0.17905525846702317,1.0873440285204992,1570.0,1.3992869875222815,38.58,-121.5,1.25
3.358,9.0,0.5173611111111112,1.09375,297.0,1.85625,38.57,-121.5,0.775
0.9196,52.0,0.029815552295116326,1.103542234332425,509.0,1.3869209809264305,38.58,-121.49,1.375
1.245,42.0,0.08629177317050081,1.125248508946322,761.0,1.5129224652087476,38.58,-121.48,1.375
1.4301,47.0,0.06944088410379107,1.0763052208835342,1148.0,1.536813922356091,38.57,-121.48,1.417
1.625,52.0,0.05830933772110243,1.032085561497326,272.0,1.4545454545454546,38.57,-121.48,1.875
1.7568,49.0,0.06466624654612439,1.168646080760095,634.0,1.505938242280285,38.57,-121.49,0.938
1.2209,38.0,0.07650307916957653,1.166465621230398,1091.0,1.316043425814234,38.57,-121.49,0.879
